129,124,128
129,124,128
129,124,128
129,124,128
129,124,128
129,124,128
129,124,128
129,124,128
129,124,128
114,113,118
114,113,118
114,113,118
114,113,118
114,113,118
114,113,118
114,113,118
114,113,118
114,113,118
115,115,118
115,115,118
115,115,118
115,115,118
115,115,118
115,115,118
115,115,118
115,115,118
115,115,118
114,114,128
114,114,128
114,114,128
114,114,128
114,114,128
114,114,128
114,114,128
114,114,128
114,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
114,114,119
114,114,119
114,114,119
114,114,119
114,114,119
114,114,119
114,114,119
114,114,119
114,114,119
115,114,128
115,114,128
115,114,128
115,114,128
115,114,128
115,114,128
115,114,128
115,114,128
115,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
114,115,119
114,115,119
114,115,119
114,115,119
114,115,119
114,115,119
114,115,119
114,115,119
114,115,119
119,113,128
119,113,128
119,113,128
119,113,128
119,113,128
119,113,128
119,113,128
119,113,128
119,113,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
119,114,128
114,114,134
